
List of delisted and no longer trading American stocks (through Aug-06)

Sources of delisted stock price and fundamental data:

csidata.com		US/Canada/UK price data
emphasisdata.com	US price data and fundamentals 

Description                                                                     	Exch.	Delist	Ticker
WATKINS JOHNSON CO                                                              	NYSE	Jan-00	WJ
WAUKESHA MTR CO                                                                 	NYSE	Jul-68	WKU
Wave Systems Corp.                                                              	NASDAQ	Jul-06	WAVX
WAVE TECHNOLOGIES INTL INC                                                      	NASDAQ	Apr-00	WAVT
WAVECOM INDUSTRIES                                                              	NASDAQ	Oct-73	n/a
WAVEFRONT TECHNOLOGIES INC                                                      	NASDAQ	Jun-95	WAVE
WAVEMAT INC                                                                     	NASDAQ	Jan-91	WVMT
WAVERIDER COMMUNICATIONS INC                                                    	NASDAQ	Apr-02	WAVC
WAVERLY INC                                                                     	NASDAQ	Jun-98	WAVR
WAVETECH INTERNATIONAL INC                                                      	NASDAQ	Apr-99	ITEL
WAVETEK CORP                                                                    	NASDAQ	Jun-91	WVTK
WAXMAN INDUSTRIES INC                                                           	NYSE	Mar-99	WAX
WAYNE BANCORP INC DEL                                                           	NASDAQ	Oct-98	WYNE
WAYNE BANCORP INC OHIO                                                          	NASDAQ	Oct-04	WNNB
WAYNE PUMP CO                                                                   	NYSE	Feb-58	n/a
WAYNE SAVINGS BANCSHARES INC                                                    	NASDAQ	Jan-03	WAYN
Waypoint Financial Corp.                                                        	NASDAQ	Jan-05	WYPT
WEAN UNITED INC                                                                 	NYSE	Jul-93	WID
WEAREVER PROCTOR SILEX INC                                                      	NASDAQ	Apr-88	WRPS
WEATHERFORD ENTERRA INC                                                         	NYSE	May-98	WII
WEATHERFORD R V COMPANY                                                         	NASDAQ	Nov-85	WTHR
WEATHERHEAD COMPANY                                                             	NYSE	Sep-77	WHD
WEAVER ARMS CORP                                                                	NASDAQ	Feb-89	WEVR
WEB PRESS CORP                                                                  	NASDAQ	Sep-83	WEBP
WEB STREET INC                                                                  	NASDAQ	Aug-01	WEBS
WEBB & KNAPP INC                                                                	AMEX	May-65	WN
WEBB COMPANY                                                                    	NASDAQ	Nov-86	WBBC
WEBB DELAWARE CORP                                                              	NYSE	Jul-01	WBB
WEBB RESOURCES INC                                                              	NASDAQ	Dec-79	WEBR
WEBCOR ELECTRONICS INC                                                          	AMEX	Apr-87	WER
WebFinancial Corporation                                                        	NASDAQ	May-06	WEFN
WEBHIRE INC                                                                     	NASDAQ	Dec-02	HIRE
WEBLINK WIRELESS INC                                                            	NASDAQ	Apr-01	WLNK
webMethods, Inc.                                                                	NASDAQ	Feb-05	WEBME
WEBSECURE INC                                                                   	NASDAQ	Jun-97	WEBS
WEBSTER CITY FED BANCORP IOWA                                                   	NASDAQ	Sep-04	WCFB
Webster City Federal Banc                                                       	NASDAQ	Jan-06	WCFB
WEBSTER CLOTHES INC                                                             	NASDAQ	Oct-90	WEBS
WEBSTER INVT CO                                                                 	NYSE	Apr-56	n/a
WEBTRENDS CORP                                                                  	NASDAQ	Mar-01	WEBT
WEBVAN GROUP INC                                                                	NASDAQ	Jul-01	WBVN
WEDCO TECHNOLOGY INC                                                            	NASDAQ	Apr-96	WEDC
WEDDING INFORMATION NETWORK INC                                                 	NASDAQ	Oct-92	WINN
WEDGESTONE FINANCIAL                                                            	NYSE	Jun-92	WDG
WEDTECH CORP                                                                    	NYSE	Jun-87	WDT
WEEDEN & CO                                                                     	NASDAQ	Jun-75	n/a
WEEKS CORP                                                                      	NYSE	Jul-99	WKS
WEHR CORP                                                                       	NASDAQ	Dec-82	WEHR
WEIGH TRONIX INC                                                                	NASDAQ	Aug-91	WGHT
WEIGHT WATCHERS INTL INC                                                        	NASDAQ	Sep-78	n/a
WEIMAN INC                                                                      	AMEX	Aug-90	WC
WEINGARTEN INC J                                                                	NASDAQ	Mar-80	WEIN
WEINSCHEL ENGINEERING INC                                                       	NASDAQ	Sep-76	WSHL
WEIRTON STEEL CORP                                                              	NYSE	Sep-01	WS
WEISFIELDS INC                                                                  	NASDAQ	Dec-89	WEIS
WEITEK CORP                                                                     	NASDAQ	Jul-96	WWTK
WEITZER HOMEBUILDERS INC                                                        	NASDAQ	Jun-98	WTZRA
WELBILT CORP                                                                    	NASDAQ	Sep-88	WELB
WELBILT CORP NEW                                                                	NASDAQ	Jan-95	WBLT
WELCOME HOME INC                                                                	NASDAQ	Jan-97	WELC
WELDED TUBE CO AMER                                                             	AMEX	Jun-87	WTA
WELDOTRON CORP                                                                  	AMEX	Nov-96	WLD
WELKOM GOLD HOLDINGS LTD                                                        	NASDAQ	Apr-94	WLKMY
WELLCARE MANAGEMENT GR INC THE                                                  	NASDAQ	Sep-98	WELL
WELLCHOICE INC                                                                  	NYSE	Dec-05	WC
WELLCO ENTERPRISES                                                              	NYSE	Sep-05	WLC
WELLCOME PLC                                                                    	NYSE	Jun-95	WEL
WELLINGTON HALL LTD                                                             	NASDAQ	Dec-95	WHAL
WELLINGTON LEISURE PRODUCTS INC                                                 	NASDAQ	Jan-94	WLPI
WELLINGTON MANAGEMENT CO                                                        	NASDAQ	Oct-79	WMTGA
WELLINGTON TECHNICAL INDS INC                                                   	NASDAQ	Jan-75	WTEC
WELLMAN INDUSTRIES INC                                                          	NASDAQ	Aug-73	n/a
WELLPOINT HEALTH NETWORKS INC                                                   	NYSE	May-96	WLP
WELLPOINT HEALTH NETWORKS INC                                                   	NYSE	Nov-04	WLP
WELLS AMERICAN CORP                                                             	AMEX	Dec-90	WAC
WELLS BENRUS CORP                                                               	AMEX	Oct-78	WEB
WELLS FARGO & CO                                                                	NYSE	Jul-39	n/a
WELLS FARGO & CO                                                                	NYSE	Nov-98	WFC
WELLS FARGO MORTGAGE & EQUITY TR                                                	NYSE	Dec-89	WFM
Wells Financial Corp.                                                           	NASDAQ	Feb-05	WEFC
WELLS MANAGEMENT CORP                                                           	NASDAQ	Mar-78	WMAN
WELLS NATIONAL SERVICES CORP                                                    	AMEX	Aug-73	WEL
WELLS RICH GREENE INC                                                           	NASDAQ	Nov-77	WERG
WELLSFORD RESIDENTIAL PROPTY TR                                                 	NYSE	May-97	WRP
WELLSTEAD INDUSTRIES INC                                                        	NASDAQ	May-95	WELS
WELLTECH INC                                                                    	NASDAQ	Jun-79	WTEK
WELSH CORP                                                                      	NASDAQ	Aug-74	WLSH
WENDT BRISTOL CO                                                                	NASDAQ	Mar-89	WNDT
WENDT BRISTOL HEALTH SVCS CORP                                                  	AMEX	Apr-00	WMD
WENTEX INTERNATIONAL INC                                                        	NASDAQ	Feb-86	WNTX
WEPCO ENERGY CO                                                                 	NASDAQ	Jul-88	WNRG
WERNER CONTROL INC                                                              	NASDAQ	Sep-78	WERN
Wescast Industries Inc.                                                         	NASDAQ	Jun-05	WCST
WESLEY JESSEN VISIONCARE INC                                                    	NASDAQ	Oct-00	WJCO
WESPAC INVESTORS TRUST                                                          	NASDAQ	Aug-88	WESP
WESPAC INVESTORS TRUST II                                                       	NASDAQ	Jun-88	WPTR
WESPAC INVESTORS TRUST III                                                      	NASDAQ	Apr-88	WRET
WESPERCORP                                                                      	AMEX	Jun-89	WP
WESSON OIL & SNOWDRIFT INC                                                      	NYSE	Jun-60	n/a
WEST CHEMICAL PRODUCTS INC                                                      	NASDAQ	Oct-85	WEPC
WEST COAST BANCORP CA NEW                                                       	NASDAQ	Dec-94	WCBC
WEST COAST BANCORP INC                                                          	NASDAQ	Apr-97	WBAN
WEST COAST BANCORP ORE                                                          	NASDAQ	Feb-95	WCBO
WEST COAST ENTERTAINMENT CORP                                                   	NASDAQ	Oct-98	WCEC
WEST DRIEFONTEIN GOLD MNG LTD                                                   	NASDAQ	Jul-81	WDRIY
WEST ESSEX BANCORP INC                                                          	NASDAQ	Jun-03	WEBK
WEST INDIES SUGAR CORP                                                          	NYSE	Mar-60	n/a
WEST JERSEY BANCSHARES INC                                                      	NASDAQ	May-96	WJBS
WEST KNITTING CORP                                                              	NASDAQ	Mar-77	WKNT
WEST KY COAL CO                                                                 	NYSE	Jul-64	WKY
WEST MASS BANKSHARES INC                                                        	NASDAQ	Jun-94	WMBS
WEST NEWTON SAVINGS BANK                                                        	NASDAQ	Sep-94	WNSB
WEST ONE BANCORP                                                                	NASDAQ	Dec-95	WEST
WEST PENN CO                                                                    	NYSE	Feb-26	n/a
WEST POINT PEPPERELL INC                                                        	NYSE	Dec-93	WPM
WESTAB INC                                                                      	AMEX	May-66	WTB
WESTAIR HOLDING INC                                                             	AMEX	May-92	WAH
WESTAMERICA CORP                                                                	NASDAQ	Jan-98	WACC
WESTAR CORP                                                                     	NASDAQ	Oct-89	WSTR
WESTATES PETROLEUM CO                                                           	AMEX	Jan-77	WPT
WESTBRAE NATURAL INC                                                            	NASDAQ	Oct-97	WNAT
WESTBRIDGE CAPITAL CORP                                                         	NYSE	Sep-98	WBC
WESTBURNE INTERNATIONAL INDS LTD                                                	AMEX	May-87	WBI
WESTBURY FASHIONS INC                                                           	AMEX	Mar-76	WBF
WESTCHESTER CORP                                                                	NASDAQ	Jul-74	n/a
WESTCHESTER FINANCIAL SVCS CORP                                                 	NASDAQ	Sep-86	WFSB
WESTCO BANCORP INC                                                              	NASDAQ	Dec-98	WCBI
WESTCOAST ENERGY INC                                                            	NYSE	Mar-02	WE
Westcoast Hospitality Cap                                                       	NYSE	Sep-05	WEH-A
WestCoast Hospitality Corporation                                               	NYSE	Sep-05	WEH
WestCorp                                                                        	NYSE	Feb-06	WES
WESTCOTT COMMUNICATIONS INC                                                     	NASDAQ	May-96	WCTV
WESTERBEKE CORP                                                                 	NASDAQ	Mar-04	WTBK
WESTERFED FINANCIAL CORP                                                        	NASDAQ	Feb-01	WSTR
WESTERN ACCEPTANCE CORP                                                         	NASDAQ	May-93	WACO
WESTERN AIR LINES INC                                                           	NYSE	Dec-86	WAL
WESTERN ATLAS INC                                                               	NYSE	Aug-98	WAI
WESTERN AUTO SUPPLY CO                                                          	NYSE	Sep-61	n/a
WESTERN AUTO SUPPLY CO                                                          	NASDAQ	Apr-88	WASC
WESTERN BANCORP                                                                 	NASDAQ	Nov-99	WEBC
WESTERN BANK COOS BAY OR                                                        	NASDAQ	Jan-96	WSBK
WESTERN BEEF INC                                                                	NASDAQ	May-85	WESB
WESTERN BEEF INC                                                                	NASDAQ	Dec-99	BEEF
WESTERN BELL COMMUNICATIONS INC                                                 	NASDAQ	Dec-88	WBEL
WESTERN CANADA BEVERAGE CORP                                                    	NASDAQ	Jul-92	WCWEF
WESTERN CAPITAL INVT CORP                                                       	NASDAQ	Dec-92	WECA
WESTERN CAROLINA S & L ASSN INC                                                 	NASDAQ	Sep-89	WCAR
WESTERN CASUALTY & SURETY CO                                                    	NASDAQ	Apr-85	WCAS
WESTERN COMPANY OF NORTH AMERICA                                                	NYSE	Apr-95	WSN
WESTERN CRUDE OIL INC                                                           	NASDAQ	Apr-73	n/a
WESTERN DAIRY PRODS CO                                                          	NYSE	Nov-35	n/a
WESTERN DECALTA PETE LTD                                                        	AMEX	Mar-77	WDC
WESTERN DEEP LEVELS LTD                                                         	NASDAQ	Jun-98	WDEPY
WESTERN DEVELOPMENT CORP CO                                                     	NASDAQ	Oct-83	WEDE
WESTERN ENERGY DEV INC                                                          	NASDAQ	Dec-85	WDCO
WESTERN ENERGY RESOURCES INC                                                    	NASDAQ	Jul-91	WERC
WESTERN FEDERAL S & L ASSN MARIN                                                	NASDAQ	Sep-88	WFSA
WESTERN FIDELITY FUNDING INC                                                    	NASDAQ	Jun-97	WFFI
WESTERN FINANCIAL CORP                                                          	NASDAQ	Jun-93	WSTF
WESTERN GEAR CORP                                                               	NASDAQ	Sep-81	WGER
WESTERN HEALTH PLAN INC                                                         	AMEX	Sep-89	WHP
WESTERN HOLDINGS LTD                                                            	NASDAQ	Feb-86	WHLDY
WESTERN INTERNATIONAL HOTELS CO                                                 	AMEX	Jul-70	WIH
WESTERN KENTUCKY GAS CO                                                         	NASDAQ	Nov-80	WKEN
WESTERN MARINE ELECTRS CO                                                       	NASDAQ	Feb-85	WMAR
WESTERN MARYLAND RY CO                                                          	NASDAQ	Apr-83	WMRY
WESTERN MICROWAVE INC                                                           	NASDAQ	May-96	WMIC
WESTERN NATIONAL CORP                                                           	NYSE	Feb-98	WNH
WESTERN NATURAL GAS CO                                                          	NASDAQ	Aug-88	WNGC
WESTERN NUCLEAR INC                                                             	AMEX	May-71	WNU
WESTERN OHIO FINANCIAL CORP                                                     	NASDAQ	Aug-04	WOFC
WESTERN OIL SHALE CORP                                                          	NASDAQ	Jul-80	WSOS
WESTERN ORBIS CO                                                                	AMEX	Sep-74	WOR
WESTERN PAC RR CORP                                                             	NYSE	Aug-39	n/a
WESTERN PACIFIC AIRLINES INC                                                    	NASDAQ	Dec-97	WPAC
WESTERN PACIFIC FINANCIAL CORP                                                  	NASDAQ	Apr-79	WPAC
WESTERN PACIFIC INDS INC DE                                                     	NYSE	Nov-86	WPI
WESTERN PACIFIC RR CO DE                                                        	NASDAQ	May-83	WPRRA
WESTERN PETROLEUM CORP                                                          	NASDAQ	Sep-85	WPET
WESTERN POWER & EQUIPMENT CORP                                                  	NASDAQ	Jan-02	WPEC
WESTERN PREFERRED CORP                                                          	NASDAQ	Apr-84	WSTN
WESTERN PROPERTIES TRUST                                                        	AMEX	Nov-00	WIR
WESTERN PUBLISHING INC                                                          	NYSE	Jun-79	WP
WESTERN SAVINGS & LN ASSN AZ PHO                                                	NYSE	Jun-89	WSL
Western Sierra Bancorp                                                          	NASDAQ	Jun-06	WSBA
Western Silver Corporation                                                      	AMEX	May-06	WTZ
WESTERN STANDARD CORP                                                           	NASDAQ	Feb-73	n/a
WESTERN STAR TRUCKS HLDGS LTD                                                   	AMEX	Sep-00	WSH
WESTERN STATES LIFE INS CO                                                      	NASDAQ	Apr-86	WSTS
WESTERN STOCKHOLDERS INVT TR LTD                                                	AMEX	Jul-68	WSI
WESTERN TAR SANDS INC                                                           	NASDAQ	Feb-85	WTSI
WESTERN UNION TELEGRAPH CO                                                      	NYSE	Sep-44	n/a
WESTERN UNITED RESOURCES INC                                                    	NASDAQ	Jul-77	WURK
WESTERN WASTE INDS                                                              	NYSE	May-96	WW
WESTERN WATER CO                                                                	NASDAQ	Aug-00	WWTR
Western Wireless Corporation                                                    	NASDAQ	Aug-05	WWCA
WESTERNWORLD SAMUEL COMMUN INC                                                  	NASDAQ	May-88	WWTV
WESTFIELD AMERICA INC                                                           	NYSE	Oct-01	WEA
WESTFORT PETROLEUMS LTD                                                         	NASDAQ	Aug-85	WSFPF
WESTGATE CALIFORNIA CORP                                                        	NASDAQ	May-73	n/a
WESTGATE CALIFORNIA CORP                                                        	NASDAQ	Apr-82	WSTG
WESTINGHOUSE AIR BRAKE CO                                                       	NYSE	Jun-68	WK
WESTLANDS DIVERSIFIED BANCORP                                                   	NASDAQ	Jun-84	WBSA
WESTMARC COMMUNICATIONS INC                                                     	NASDAQ	Jan-90	WSMC
WESTMARC COMMUNICATIONS INC                                                     	NASDAQ	Jan-90	WSMC
WESTMARK GROUP HOLDINGS INC                                                     	NASDAQ	Mar-00	WGHI
WESTMINSTER CAPITAL INC                                                         	AMEX	Aug-03	WI
WESTMINSTER CORP                                                                	NASDAQ	Jan-76	WMIN
WESTMOR CORP                                                                    	NYSE	Sep-77	WMR
WESTMORELAND INC                                                                	AMEX	Jan-63	WMI
WESTMOUNT RESOURCES LTD                                                         	NASDAQ	Sep-85	WTMRF
WESTON ELECTRICAL INSTR CORP                                                    	NYSE	Apr-55	n/a
WESTON ROY F INC                                                                	NASDAQ	Dec-79	WTON
WESTON ROY F INC NEW                                                            	NASDAQ	Jun-01	WSTNA
WESTONS SHOPPERS CITY INC                                                       	NASDAQ	Oct-73	n/a
WESTOWER CORP                                                                   	AMEX	Sep-99	WTW
WESTPAC BANKING CORP                                                            	NYSE	Dec-92	WBK
WESTPOINT STEVENS INC                                                           	NYSE	Jan-03	WXS
WESTPORT BANCORP INC                                                            	NASDAQ	Dec-96	WBAT
WESTPORT COMPANY                                                                	NASDAQ	Feb-83	WSPTS
WESTPORT RESOURCES CORP NEW                                                     	NYSE	Jun-04	WRC
WESTRANS INDUSTRIES INC                                                         	AMEX	Mar-75	WST
WESTSIDE BANCORPORATION INC                                                     	NASDAQ	Aug-85	WFHC
WESTVACO CHEM CORP                                                              	NYSE	Aug-48	n/a
WESTWIND FINANCIAL SVCS INC                                                     	NASDAQ	Aug-83	WSTW
WESTWOOD CORP                                                                   	NASDAQ	Aug-99	WNMP
WESTWOOD FINANCIAL CORP                                                         	NASDAQ	Feb-98	WWFC
WESTWOOD GROUP INC                                                              	NASDAQ	Jul-88	TWGI
WESTWOOD HOMESTEAD FINANCIAL COR                                                	NASDAQ	Jan-00	WEHO
WESTWOOD INC                                                                    	NASDAQ	Jul-73	n/a
WESTWORLD COMMUNITY HEALTHCR INC                                                	NASDAQ	Feb-87	WCHI
WESTWORLD RESOURCES INC                                                         	NASDAQ	May-91	WSTW
WETJET INTERNATIONAL LTD                                                        	NASDAQ	May-90	WJET
WETSONS CORP                                                                    	NASDAQ	Oct-73	n/a
WETTERAU INC                                                                    	NASDAQ	Oct-92	WETT
WETTERAU PROPERTIES INC                                                         	NASDAQ	May-94	WTPR
WEXTARK RADIO STORES INC                                                        	NYSE	Jun-31	n/a
WFS Financial Inc.                                                              	NASDAQ	Feb-06	WFSI
WHAM O MANUFACTURING CO                                                         	NASDAQ	Oct-82	WHAM
WHARF RESOURCES LTD                                                             	NASDAQ	Dec-96	WFRAF
WHAT A WORLD INC                                                                	NASDAQ	Jan-97	WHAT
WHEATLEY T X T CORP                                                             	NASDAQ	Aug-94	WTXT
WHEATON RIVER MINERALS INC WS                                                   	AMEX	May-05	WHTW
WHEELABRATOR CORP                                                               	AMEX	Nov-71	WHL
WHEELABRATOR FRYE INC                                                           	NYSE	Feb-83	WFI
WHEELABRATOR TECHNOLOGIES INC                                                   	NASDAQ	Aug-89	WHTI
WHEELABRATOR TECHNOLOGIES INC NW                                                	NYSE	Mar-98	WTI
WHEELED COACH INDS                                                              	NASDAQ	May-85	WHCO
WHEELING & LAKE ERIE RY CO                                                      	NYSE	Nov-49	n/a
WHEELING NATIONAL BANK                                                          	NASDAQ	Mar-88	WNBC
WHEELS SPORTS GROUP INC                                                         	NASDAQ	Jun-98	WHEL
WHEREHOUSE ENTERTAINMENT INC                                                    	AMEX	Feb-88	WEI
WHEREVER NET HOLDING CORP                                                       	NASDAQ	Jul-01	WNET
WHIPPANY PAPER BRD INC                                                          	AMEX	Feb-80	WPP
WHITE CAP INDUSTRIES INC                                                        	NASDAQ	Mar-00	WHCP
WHITE CLOUD EXPLORATION INC                                                     	NASDAQ	Jul-85	WCXP
WHITE CONSOLIDATED INDS INC                                                     	NYSE	Apr-86	WSW
WHITE CROSS STORES INC                                                          	NYSE	Jul-72	WCS
WHITE EAGLE INTL INC                                                            	AMEX	Jun-70	WEI
WHITE EAGLE OIL & REFNG CO                                                      	NYSE	Dec-29	n/a
WHITE MOTOR CORP                                                                	NYSE	Sep-80	WH
WHITE RIVER CORP                                                                	NASDAQ	Jul-98	WHRC
WHITE ROCK MINERAL SPRINGS CO                                                   	NYSE	Aug-44	n/a
WHITE S S CO                                                                    	NYSE	Jul-66	WDM
WHITE STAG MFG CO                                                               	AMEX	Jan-66	WSM
WHITE STORES INC                                                                	NYSE	Nov-66	WEW
WHITEHALL CEMENT MFG CO                                                         	NASDAQ	May-81	n/a
WHITEHALL CORP                                                                  	NYSE	Jul-98	WHT
Whitehall Jewellers, Inc.                                                       	NYSE	Oct-05	JWL
WHITEWING LABS INC                                                              	NASDAQ	Apr-99	WWLI
WHITING CORP                                                                    	NYSE	Apr-78	WTG
WHITING PETROLEUM CORP                                                          	NASDAQ	Feb-92	WPCO
WHITLOCK CORP                                                                   	NASDAQ	Aug-78	WHTL
WHITMAN EDUCATION GROUP INC                                                     	AMEX	Jul-03	WIX
WHITMOYER LABS INC                                                              	AMEX	Jun-64	WHT
WHITNEY FIDALGO SEAFOODS INC                                                    	NASDAQ	Jun-74	WFID
WHITTAKER CORP                                                                  	NYSE	Jul-99	WKR
WHOLESALE CLUB INC                                                              	NASDAQ	Feb-91	WHLS
WHX Corporation                                                                 	NYSE	Mar-05	WHX
WICAT SYSTEMS INC                                                               	NASDAQ	Aug-92	WCAT
WICHITA RIVER OIL CORP DE                                                       	AMEX	Sep-95	WRO
WICKES COMPANIES INC NEW                                                        	NYSE	Apr-89	WIX
WICKES INC                                                                      	NASDAQ	Sep-03	WIKS
WICKLUND HOLDING CO                                                             	NASDAQ	Jul-89	WICK
WICKWIRE SPENCER STL CO                                                         	NYSE	Oct-27	n/a
WIDCOM INC                                                                      	NASDAQ	Sep-86	WIDE
WIDECOM GROUP INC                                                               	NASDAQ	Apr-01	WIDE
WIDEPOINT CORP                                                                  	NASDAQ	Feb-01	WDPT
WIEBOLDT STORES INC                                                             	NYSE	Dec-85	WIE
WIEN AIR ALASKA INC                                                             	NASDAQ	Dec-80	WCON
WIENER ENTERPRISES INC                                                          	AMEX	Apr-93	WPB
WILAND SERVICES INC                                                             	NASDAQ	Sep-92	WSVS
WILCOX OIL CO                                                                   	NYSE	Jul-64	WXC
WILCOX RICH CORP                                                                	NYSE	Apr-30	n/a
WILDERNESS EXPERIENCE INC                                                       	NASDAQ	May-87	WLDR
WILDEY INC                                                                      	NASDAQ	Nov-90	WILD
WILDLIFE VACCINES INC                                                           	NASDAQ	Jul-82	WILD
WILEY JOHN & SONS INC                                                           	NASDAQ	Sep-82	WILL
WILFRED AMERICAN EDL CORP                                                       	NYSE	Apr-91	WAE
WILL ROSS INC                                                                   	NYSE	Dec-73	WR
WILLAMETTE INDUSTRIES INC                                                       	NYSE	Mar-02	WLL
WILLIAM & CLARISSA INC                                                          	NASDAQ	Oct-90	WMCL
WILLIAM LYON HOMES                                                              	NYSE	Jun-06	WLS
WILLIAM PENN RACING ASSN                                                        	NASDAQ	Jan-78	n/a
WILLIAMHOUSE REGENCY INC                                                        	AMEX	Dec-82	WMH
WILLIAMS A L CORP                                                               	NYSE	Nov-89	ALW
WILLIAMS COMMUNICATIONS GRP INC                                                 	NYSE	Feb-02	WCG
Williams Companies Inc                                                          	NYSE	Feb-05	WMB-I
WILLIAMS CONTROLS INC                                                           	NASDAQ	Jun-01	WMCO
WILLIAMS MC WILLIAMS INDS INC                                                   	AMEX	Jun-67	WLW
WILLIAMS R C & CO                                                               	AMEX	Oct-65	WLM
WILLIAMS T E PHARMACEUTICALS                                                    	NASDAQ	Dec-85	TEWP
WILLIAMS W W CO                                                                 	NASDAQ	Oct-93	WWWM
WILLIS CORROON GROUP PLC                                                        	NYSE	Nov-98	WCG
Willis Lease Finance Corporation                                                	NASDAQ	Nov-05	WLFCE
WILLYS OVERLAND CO                                                              	NYSE	Feb-33	n/a
WILMAR INDUSTRIES INC                                                           	NASDAQ	May-00	WLMR
Wilshire Oil Company Of Texas                                                   	NYSE	Sep-05	WOC
WILSHIRE TECHNOLOGIES INC                                                       	AMEX	Jan-97	WIL
WILSON & CO INC                                                                 	NYSE	Jun-67	WIL
WILSON & CO INC DE 1967                                                         	AMEX	Aug-72	WIL
WILSON & CO INC DE 1972                                                         	AMEX	Jan-74	WIL
WILSON BROTHERS                                                                 	AMEX	Nov-86	WLB
WILSON CERTIFIED FOODS INC                                                      	AMEX	Dec-72	WCF
WILSON DOUG STUDIOS INC                                                         	NASDAQ	Jan-89	DWSI
WILSON FOODS CORP                                                               	NASDAQ	Feb-89	WILF
WILSON FREIGHT CO                                                               	NASDAQ	Dec-80	WILS
WILSON H J INC                                                                  	NASDAQ	May-85	WILN
WILSON JONES CO                                                                 	NYSE	Mar-63	WLJ
WILSON SINCLAIR CO                                                              	AMEX	Dec-72	WSR
WILSON SPORTING GOODS CO                                                        	AMEX	Aug-72	WSG
WILTEK INC                                                                      	NASDAQ	Feb-94	WLTK
WILTEL COMMUNICATIONS GROUP INC                                                 	NASDAQ	Nov-03	WTEL
WILTON ENTERPRISES INC                                                          	NASDAQ	Dec-88	WLTN
WINCHELLS DONUT HOUSES L P                                                      	NYSE	Nov-89	WDH
WINCHESTER CORP                                                                 	NASDAQ	Mar-74	n/a
WINCO PETROLEUM CORP                                                            	NASDAQ	Dec-84	WNCO
WINCOM CORP                                                                     	NASDAQ	Apr-86	WNMC
WINCORP REALTY INVESTMENTS                                                      	AMEX	Dec-84	WRP
WIND BARON CORP                                                                 	NASDAQ	Aug-84	WNBR
WINDSOR ENERGY CORP                                                             	AMEX	Aug-98	WNS
WINDSOR INDUSTRIES INC                                                          	NASDAQ	May-85	WNDS
WINDSOR RESOURCES INC                                                           	NASDAQ	Oct-86	WDSRF
WINE SOCIETY AMERICA INC                                                        	NASDAQ	Feb-91	WSAI
WINFIELD CAPITAL CORP                                                           	NASDAQ	Apr-03	WCAP
WINGS WEST AIRLINES                                                             	NASDAQ	Aug-88	WING
WINJAK INC                                                                      	NYSE	May-89	WJI
WINK COMMUNICATIONS INC                                                         	NASDAQ	Aug-02	WINK
WINKELMAN STORES INC                                                            	AMEX	Feb-85	WNK
WINMILL & CO INC                                                                	NASDAQ	Aug-04	WNMLA
WINMILL AND CO INC                                                              	NASDAQ	Jan-06	WNMLA
WINN DIXIE STORES INC                                                           	NYSE	Apr-81	WIN
WINN ENTERPRISES                                                                	AMEX	Oct-86	WNN
WINN ENTERPRISES                                                                	AMEX	Oct-86	WNN
Winn-Dixie Stores, Inc.                                                         	NYSE	Jul-06	WIN
WINNERS ALL INTERNATIONAL INC                                                   	NASDAQ	Jul-95	WINA
WINNS STORES INC                                                                	NASDAQ	Dec-79	WSTO
WINSLOEW FURNITURE INC                                                          	NASDAQ	Aug-99	WLFI
WINSTAR COMMUNICATIONS INC                                                      	NASDAQ	Apr-01	WCII
WINSTON FURNITURE INC                                                           	AMEX	Dec-88	WF
WINSTON FURNITURE INC DEL                                                       	NASDAQ	Dec-94	WFCI
WINSTON MILLS INC                                                               	NASDAQ	Jul-87	WNST
WINSTON N K CORP                                                                	NASDAQ	Apr-75	n/a
WINSTON NETWORK INC                                                             	NASDAQ	Jul-79	WNET
WINSTON RESOURCES INC                                                           	AMEX	Oct-99	WRS
WINTER PARK TEL CO                                                              	NASDAQ	Jun-79	n/a
WINTER SPORTS INC                                                               	NASDAQ	Dec-97	WSKI
WINTERHALTER INC                                                                	NASDAQ	Oct-86	WNTL
WINTHROP INSURED MTG INVS II                                                    	AMEX	Mar-91	WMI
WINTHROP RESOURCES CORP                                                         	NASDAQ	Jun-97	WINR
Winton Financial Corp.                                                          	AMEX	Jan-05	WFI
Wintrust Financial Corporation                                                  	NASDAQ	Aug-05	WTFCO
WIRELESS CABLE OF ATLANTA INC                                                   	NASDAQ	May-97	WCAI
WIRELESS ONE INC                                                                	NASDAQ	Oct-98	WIRL
WIRELESS XCESSORIES GROUP INC                                                   	NASDAQ	Dec-00	WIRX
WISCONSIN CENTRAL TRANSN CORP                                                   	NASDAQ	Oct-01	WCLX
WISCONSIN CENTRIFUGAL INC                                                       	NASDAQ	Aug-80	WCEN
WISCONSIN GAS CO                                                                	NYSE	Apr-80	WGC
WISCONSIN NATIONAL LIFE INS CO                                                  	NASDAQ	Apr-75	n/a
WISCONSIN REAL ESTATE INVT TR                                                   	NASDAQ	Jan-91	WREI
WISCONSIN SOUTHERN GAS CO                                                       	NASDAQ	Dec-93	WISC
WisdomTree DIEFA High-Yielding Dividend Fund                                    	NYSE	Jul-06	DTH
WisdomTree International LargeCap Dividend Fund                                 	NYSE	Jul-06	DOL
WisdomTree SmallCap Dividend Fund                                               	NYSE	Jul-06	DES
WISER OIL CO DE                                                                 	NYSE	Jun-04	WZR
WITCO CORP                                                                      	NYSE	Sep-99	WIT
